RKS,comp,#,type,HIP,G2K,sample1,sample2,RA,DEC,map,sep,parallax,pmra,pmdec,Gmag,Bg-Rg,Bg,Rg,PA,DR2_ID,RA_RKS_DD,DEC_RKS_DD
RKS1436+0944,-,1,K*,HIP071395,G2K001546,00-33,eq,14:36:00.6,+09:44:47.4,......,........,61.211,204.360,-250.390,7.167,1.174,7.702,6.528,.....,1176209886733406592,219.002500,9.746500
RKS1436+5543,-,1,K*,,,40-50,no,14:36:30.1,+55:43:23.6,......,........,21.725,-49.563,-20.583,10.856,1.763,11.728,9.965,.....,1607220197168748032,219.125417,55.723222
RKS1437-2548,-,1,K*,HIP071481,G2K001547,00-33,eq,14:37:04.9,-25:48:09.2,......,........,38.205,-18.393,-139.590,7.977,1.172,8.511,7.339,.....,6223838830917236224,219.270417,-25.802556
RKS1437-1632,-,1,K*,HIP071515,G2K001548,40-50,eq,14:37:33.1,-16:32:27.6,......,........,22.521,-83.575,-145.807,8.452,1.148,8.973,7.825,.....,6286490206058310016,219.387917,-16.541000
RKS1438-2232,-,1,K*,HIP071619,G2K001549,40-50,eq,14:38:50.9,-22:32:34.5,......,........,21.105,-6.120,-172.444,8.701,0.978,9.098,8.120,.....,6278503628471152384,219.712083,-22.542917
RKS1439-1207,-,1,K*,,G2K001550,40-50,eq,14:39:43.9,-12:07:14.5,......,........,23.082,8.436,-10.711,9.121,1.074,9.600,8.527,.....,6323978089367008512,219.932917,-12.120694
RKS1439-2641,-,1,K*,HIP071686,G2K001551,40-50,eq,14:39:47.0,-26:41:53.0,......,........,22.383,26.702,-33.425,9.617,1.341,10.070,8.729,.....,6223456372670070656,219.945833,-26.698056
RKS1439-5654,-,1,K*,,,00-33,so,14:39:58.8,-56:54:45.7,......,........,38.986,394.395,-318.316,10.458,1.881,11.406,9.525,.....,5891544873500692608,219.995000,-56.912694
RKS1440-0730,-,1,K*,HIP071720,G2K001552,40-50,eq,14:40:12.9,-07:30:52.9,......,........,22.789,-187.657,156.331,8.996,1.025,9.453,8.427,.....,6330662329789623040,220.053750,-7.514694
RKS1440+5551,-,1,K*,,,40-50,no,14:40:28.9,+55:51:10.0,......,........,21.366,206.682,-263.724,11.228,1.874,12.173,10.299,.....,1607538673287434752,220.120417,55.852778
RKS1441-4726,-,1,K*,,,40-50,so,14:41:05.4,-47:26:37.4,......,........,21.591,-137.939,-261.998,10.865,1.673,11.680,10.007,.....,5905801141222512128,220.272500,-47.443722
RKS1441+5411,-,1,K*,,,40-50,no,14:41:28.8,+54:11:53.6,......,........,22.696,-323.269,-75.493,11.429,1.854,12.353,10.498,.....,1606833065997175040,220.370000,54.198222
RKS1442+6115,-,1,K*,HIP071876,,40-50,no,14:42:02.8,+61:15:45.9,......,........,24.372,69.194,-34.868,9.094,1.096,9.546,8.451,.....,1618540425290845568,220.511667,61.262750
RKS1442+1930,-,1,K*,HIP071904,G2K001553,00-33,eq,14:42:26.3,+19:30:12.6,......,........,42.241,-260.990,-178.417,9.422,1.703,10.259,8.556,.....,1237696157506521600,220.609583,19.503500
RKS1442-5724,-,1,K*,,,33-40,so,14:42:37.3,-57:24:32.9,......,........,27.668,-0.893,187.791,11.043,1.828,11.957,10.129,.....,5891458149515680128,220.655417,-57.409139
RKS1442-7255,-,1,K*,,,40-50,so,14:42:46.4,-72:55:32.6,......,........,21.265,-69.881,2.671,9.601,1.320,10.202,8.882,.....,5796807103319016448,220.693333,-72.925722
RKS1444+2211,-,1,K*,HIP072044,G2K001554,00-33,eq,14:44:12.0,+22:11:07.1,......,........,36.586,2.091,118.566,9.410,1.493,10.120,8.627,.....,1241547437501423872,221.050000,22.185306
RKS1444-2215,-,1,K*,,G2K001555,00-33,eq,14:44:35.5,-22:15:11.3,......,........,32.899,-106.258,-338.954,8.881,1.393,9.536,8.143,.....,6278792868749734912,221.147917,-22.253139
RKS1445-4954,-,1,K*,HIP072119,,00-33,so,14:45:09.7,-49:54:58.5,......,........,36.494,-665.149,-390.418,8.110,1.136,8.621,7.484,.....,5904539176758763520,221.290417,-49.916250
RKS1445+3603,-,1,K*,HIP072145,,40-50,no,14:45:23.7,+36:03:07.4,......,........,20.403,-242.793,-54.125,9.990,1.338,10.610,9.272,.....,1293926487821730176,221.348750,36.052056
RKS1445+1350,-,1,K*,HIP072146,G2K001556,00-33,eq,14:45:24.2,+13:50:46.7,......,........,53.157,-231.634,-225.777,7.584,1.126,8.094,6.968,.....,1185619988280226944,221.350833,13.846306
RKS1445+0603,-,1,K*,,G2K001557,33-40,eq,14:45:44.7,+06:03:41.0,......,........,26.196,44.002,-3.622,8.965,1.141,9.479,8.337,.....,1159502498311670144,221.436250,6.061389
RKS1446+2730,-,1,K*,HIP072200,G2K001558,00-33,eq,14:46:03.1,+27:30:44.4,......,........,37.777,17.026,-41.076,7.729,1.036,8.190,7.154,.....,1279838754572750208,221.512917,27.512333
RKS1446-3345,-,1,K*,HIP072235,,40-50,so,14:46:22.8,-33:45:50.0,......,........,23.498,98.982,-16.131,10.169,1.445,10.851,9.405,.....,6203549435476656000,221.595000,-33.763889
RKS1446+1629,-,1,K*,HIP072237+,G2K001559,00-33,eq,14:46:23.3,+16:29:48.1,......,........,56.321,-108.637,-922.016,8.710,1.576,9.476,7.900,.....,1234693112077610880,221.597083,16.496694
RKS1446-2440,-,1,K*,,G2K001560,40-50,eq,14:46:47.9,-24:40:56.7,......,........,20.278,230.418,-198.084,11.549,1.838,12.463,10.625,.....,6229798729398904832,221.699583,-24.682417
RKS1447+0242,-,1,K*,HIP072312,G2K001561,00-33,eq,14:47:16.1,+02:42:11.6,......,........,51.570,-287.059,-78.837,7.504,1.102,8.002,6.900,.....,3655492127855307136,221.817083,2.703222
RKS1447+1258,-,1,K*,HIP072315,G2K001562,40-50,eq,14:47:18.2,+12:58:46.3,......,........,20.369,-189.193,-118.710,9.464,1.095,9.952,8.856,.....,1184763674880576768,221.825833,12.979528
RKS1448+3827,-,1,K*,HIP072387,,00-33,no,14:48:01.4,+38:27:58.4,......,........,41.690,-66.668,-130.292,9.180,1.647,9.981,8.333,.....,1294776032353235968,222.005833,38.466222
RKS1448-6554,-,1,K*,,,40-50,so,14:48:08.2,-65:54:01.2,......,........,24.095,-144.499,-80.495,8.673,1.073,9.152,8.078,.....,5848941306174999424,222.034167,-65.900333
RKS1448-3647,A,2,K*,HIP072399,,40-50,so,14:48:09.7,-36:47:02.1,......,10.950,21.592,-142.034,-20.702,9.613,1.284,10.192,8.908,081.7,6201900168033571840,222.040417,-36.783917
RKS1448-3647,B,-,K*,HIP072400,,40-50,so,14:48:10.6,-36:47:00.6,......,10.950,21.521,-140.374,-18.884,10.220,1.480,10.925,9.445,081.7,6201900172332643584,222.044167,-36.783500
RKS1449-0556,-,1,K*,,G2K001563,40-50,eq,14:49:08.1,-05:56:20.8,......,........,21.624,29.485,20.102,10.898,1.682,11.719,10.037,.....,6336799631897368960,222.283750,-5.939111
RKS1449-6714,-,1,K*,HIP072493,,00-33,so,14:49:23.4,-67:14:10.2,......,........,41.914,-131.469,-340.655,9.046,1.514,9.719,8.205,.....,5848544412516689024,222.347500,-67.236167
RKS1450+0349,-,1,K*,,G2K001564,40-50,eq,14:50:13.5,+03:49:56.7,......,........,20.247,-93.237,-113.928,9.718,1.216,10.269,9.053,.....,1157670986817726976,222.556250,3.832417
RKS1450-0352,-,1,K*,,G2K001565,40-50,eq,14:50:17.2,-03:52:26.8,......,........,20.310,85.543,-66.450,9.472,1.125,9.975,8.849,.....,6338417666336674688,222.571667,-3.874111
RKS1450+0648,-,1,K*,HIP072577,G2K001566,00-33,eq,14:50:21.0,+06:48:53.7,......,........,32.263,-617.615,-66.193,8.769,1.182,9.308,8.126,.....,1159605302648975104,222.587500,6.814917
RKS1450-1454,-,1,K*,,G2K001567,40-50,eq,14:50:49.8,-14:54:48.7,......,........,23.815,-134.717,-71.060,10.977,1.852,11.901,10.050,.....,6310405202437746048,222.707500,-14.913528
RKS1450-0123,-,1,K*,,G2K001568,40-50,eq,14:50:59.9,-01:23:01.7,......,........,24.083,-53.298,-160.097,9.139,1.030,9.590,8.560,.....,3650334250089803392,222.749583,-1.383806
RKS1451+0943,-,1,K*,,G2K001569,00-33,eq,14:51:01.9,+09:43:19.7,......,........,33.280,-214.381,55.896,9.255,1.457,9.942,8.485,.....,1174143182830505856,222.757917,9.722139
RKS1451+1906,-,1,K*,,G2K001570,00-33,eq,14:51:23.0,+19:06:06.8,......,........,148.213,132.684,-181.616,6.417,1.527,7.150,5.623,.....,1237090738916392832,222.845833,19.101889
RKS1451+8704,-,1,K*,,,40-50,no,14:51:28.6,+87:04:34.2,......,........,23.309,-154.085,154.710,10.751,1.709,11.591,9.882,.....,1728444687026354048,222.869167,87.076167
RKS1451+1519,-,1,K*,HIP072681,G2K001571,40-50,eq,14:51:37.5,+15:19:03.2,......,........,23.312,-241.104,92.362,8.248,1.030,8.702,7.672,.....,1186283715346179712,222.906250,15.317556
RKS1451-2418,-,1,K*,HIP072688+,G2K001572,00-33,eq,14:51:40.5,-24:18:14.8,......,........,59.668,-944.563,-431.635,7.477,1.233,8.047,6.813,.....,6229442835525861120,222.918750,-24.304111
RKS1452+7139,-,1,K*,HIP072726,,40-50,no,14:52:07.5,+71:39:44.9,......,........,20.775,-867.500,-409.325,10.446,1.385,11.089,9.704,.....,1698467120968386688,223.031250,71.662472
RKS1452+0905,-,1,K*,,G2K001573,40-50,eq,14:52:10.4,+09:05:58.2,......,........,20.042,14.828,-137.453,9.804,1.248,10.377,9.129,.....,1173847139324624256,223.043333,9.099500
RKS1452-4349,-,1,K*,HIP072742,,33-40,so,14:52:17.7,-43:49:05.4,......,........,30.110,-88.773,-185.400,8.432,1.118,8.931,7.813,.....,6100277947576330496,223.073750,-43.818167
RKS1452+2718,-,1,K*,HIP072753,G2K001574,40-50,eq,14:52:22.8,+27:18:58.7,......,........,23.502,-252.123,-95.912,9.827,1.382,10.471,9.090,.....,1269230185351067136,223.095000,27.316306
RKS1453-4344,-,1,K*,,,40-50,so,14:53:15.0,-43:44:59.6,......,........,20.234,30.903,-178.909,9.097,1.019,9.542,8.523,.....,5908149869857335808,223.312500,-43.749889
RKS1453-3326,-,1,K*,,,40-50,so,14:53:20.9,-33:26:12.5,......,........,20.074,154.829,0.271,11.068,1.608,11.844,10.236,.....,6204920049736661760,223.337083,-33.436806
RKS1453+6928,-,1,K*,,,33-40,no,14:53:22.4,+69:28:04.3,......,........,26.059,120.376,-98.775,8.833,1.171,9.368,8.196,.....,1694725963936556288,223.343333,69.467861
RKS1453+1909,-,1,K*,HIP072848,G2K001575,00-33,eq,14:53:23.8,+19:09:10.0,......,........,87.911,-435.875,220.581,5.743,1.044,6.222,5.179,.....,1236929488664453376,223.349167,19.152778
RKS1453+2320,-,1,K*,HIP072875+,G2K001576,00-33,eq,14:53:41.6,+23:20:42.8,......,........,42.543,-826.309,2.275,8.335,1.209,8.883,7.674,.....,1265702917689682944,223.423333,23.345222
RKS1453-1820,-,1,K*,HIP072876,G2K001577,33-40,eq,14:53:42.5,-18:20:40.4,......,........,25.549,165.967,-15.511,10.347,1.635,11.142,9.507,.....,6282143286838030464,223.427083,-18.344556
RKS1455+5340,-,1,K*,HIP073005,,00-33,no,14:55:11.0,+53:40:49.2,......,........,42.460,-971.222,478.144,7.536,1.001,7.978,6.978,.....,1606148310770764288,223.795833,53.680333
RKS1455+0717,-,1,K*,HIP073056,G2K001578,33-40,eq,14:55:48.0,+07:17:51.6,......,........,25.514,-170.171,-247.192,10.559,1.874,11.503,9.629,.....,1161042158187967232,223.950000,7.297667
RKS1455-2707,-,1,K*,HIP073066,G2K001579,00-33,eq,14:55:55.0,-27:07:38.2,......,........,36.644,-103.837,-22.618,8.658,1.249,9.230,7.982,.....,6225341450996268288,223.979167,-27.127278
RKS1456+2104,-,1,K*,HIP073121,G2K001580,40-50,eq,14:56:40.6,+21:04:16.7,......,........,24.493,-103.039,72.623,9.096,1.178,9.635,8.457,.....,1261416231090104832,224.169167,21.071306
RKS1456+5718,-,1,K*,,,40-50,no,14:56:42.5,+57:18:25.4,......,........,21.175,-111.903,-105.160,11.159,1.838,12.078,10.239,.....,1613609390518251648,224.177083,57.307056
RKS1457+5554,-,1,K*,HIP073183,,33-40,no,14:57:25.9,+55:54:39.0,......,........,27.034,-74.337,355.283,9.925,1.710,10.763,9.053,.....,1612627045598361856,224.357917,55.910833
RKS1457-2124,-,1,K*,HIP073184+,G2K001581,00-33,eq,14:57:28.0,-21:24:55.7,......,........,170.011,1031.401,-1723.652,5.331,1.319,5.985,4.666,.....,6232511606838403968,224.366667,-21.415472
RKS1457+3123,-,1,K*,HIP071192,,40-50,no,14:57:32.3,+31:23:44.4,......,........,21.499,-695.332,-1159.258,11.084,1.751,11.385,9.634,.....,1288369418620225152,224.384583,31.395667
RKS1457-0619,-,1,K*,HIP073194,G2K001582,33-40,eq,14:57:33.3,-06:19:48.8,......,........,26.512,18.299,-217.269,10.744,1.842,11.664,9.822,.....,6334044702434739584,224.388750,-6.330222
RKS1458+5935,-,1,K*,HIP073252,,00-33,no,14:58:15.7,+59:35:00.4,......,........,38.828,-108.299,65.034,9.523,1.723,10.377,8.654,.....,1614477420588506240,224.565417,59.583444
RKS1458+0445,-,1,K*,HIP073258,G2K001583,33-40,eq,14:58:19.3,+04:45:35.3,......,........,26.386,58.686,-21.044,9.906,1.565,10.659,9.094,.....,1158184012071254400,224.580417,4.759806
RKS1458-4725,-,1,K*,,,40-50,so,14:58:40.3,-47:25:29.1,......,........,21.131,-117.610,-51.120,9.963,1.312,10.568,9.256,.....,5906548877846150272,224.667917,-47.424750
RKS1458+0636,-,1,K*,HIP073314,G2K001584,33-40,eq,14:58:55.4,+06:36:17.4,......,........,26.657,48.576,97.396,8.213,1.054,8.676,7.622,.....,1160184436039120128,224.730833,6.604833
RKS1459-5518,-,1,K*,,,40-50,so,14:59:17.6,-55:18:58.1,......,........,20.077,-62.671,14.062,10.333,1.320,10.941,9.621,.....,5881592369132709376,224.823333,-55.316139
RKS1459+4526,-,1,K*,HIP073360,,33-40,no,14:59:30.6,+45:26:52.8,......,........,29.614,-35.321,101.074,9.993,1.599,10.765,9.166,.....,1586977737129182848,224.877500,45.448000
RKS1459-4405,-,1,K*,HIP073362,,00-33,so,14:59:31.7,-44:05:41.1,......,........,41.389,-269.088,-281.319,9.592,1.652,10.399,8.747,.....,5908246317645043200,224.882083,-44.094750
RKS1459+4527,-,1,K*,HIP073365,,33-40,no,14:59:32.9,+45:27:51.0,......,........,29.634,-33.680,100.046,8.402,1.043,8.865,7.822,.....,1586977844504488576,224.887083,45.464167
RKS1459-1938,-,1,K*,HIP073370,G2K001585,40-50,eq,14:59:38.2,-19:38:26.1,......,........,24.853,-112.910,-105.625,9.726,1.331,10.341,9.010,.....,6232978005927127040,224.909167,-19.640583
RKS1500-2905,-,1,K*,,G2K001586,00-33,eq,15:00:09.5,-29:05:27.7,......,........,31.673,-4.761,5.176,10.606,1.854,11.533,9.678,.....,6224087389269263488,225.039583,-29.091028
RKS1500+5425,-,1,K*,,,40-50,no,15:00:12.4,+54:25:02.1,......,........,24.100,-16.767,-54.361,10.902,1.759,11.771,10.012,.....,1612289289370392704,225.051667,54.417250
RKS1500-2427,-,1,K*,HIP073427,G2K001587,00-33,eq,15:00:19.4,-24:27:14.6,......,........,36.332,-199.576,-27.911,9.405,1.552,10.150,8.599,.....,6230733559097425152,225.080833,-24.454056
RKS1500-1632,-,1,K*,HIP073428,G2K001588,40-50,eq,15:00:20.0,-16:32:28.3,......,........,20.712,-28.209,-88.600,9.531,1.102,10.023,8.921,.....,6306757022857029504,225.083333,-16.541194
RKS1500-1108,-,1,K*,HIP073457,G2K001589,00-33,eq,15:00:43.4,-11:08:06.4,......,........,56.021,-15.318,-481.221,8.844,1.771,9.725,7.954,.....,6313600142709958144,225.180833,-11.135111
RKS1500+4525,-,1,K*,HIP073470,,00-33,no,15:00:55.6,+45:25:34.5,......,........,85.375,224.768,328.980,8.465,1.875,9.400,7.525,.....,1586968533015434624,225.231667,45.426250
RKS1501+7515,-,1,K*,HIP073481,,33-40,no,15:01:01.0,+75:15:42.7,......,........,33.272,-295.079,-108.494,9.226,1.424,9.900,8.475,.....,1701045647535157888,225.254167,75.261861
RKS1501+1341,-,1,K*,,G2K001590,00-33,eq,15:01:06.5,+13:41:39.0,......,........,30.699,-143.452,7.409,10.366,1.762,11.242,9.480,.....,1182094198087372672,225.277083,13.694167
RKS1501-6600,-,1,K*,,,40-50,so,15:01:21.9,-66:00:06.1,......,........,20.053,-125.871,179.838,11.491,1.707,12.331,10.624,.....,5872709792625944576,225.341250,-66.001694
RKS1501+1552,-,1,K*,HIP073512,G2K001591,00-33,eq,15:01:30.0,+15:52:07.9,......,........,34.442,102.592,-237.546,8.755,1.272,9.342,8.070,.....,1186939608392079104,225.375000,15.868861
RKS1502+4917,-,1,K*,,,40-50,no,15:02:25.7,+49:17:06.2,......,........,21.116,-72.153,101.074,11.220,1.737,12.074,10.336,.....,1592182932549815936,225.607083,49.285056
RKS1502-2007,-,1,K*,,G2K001592,40-50,eq,15:02:43.7,-20:07:50.5,......,........,20.668,78.110,-14.534,10.599,1.477,11.296,9.819,.....,6232700241802166272,225.682083,-20.130694
RKS1503-4617,-,1,K*,HIP073631,,00-33,so,15:03:03.6,-46:17:37.7,......,........,36.736,-300.118,-10.694,9.426,1.478,10.125,8.647,.....,5906724284318405760,225.765000,-46.293806
RKS1503-4159,-,1,K*,HIP073633,,00-33,so,15:03:06.1,-41:59:33.2,......,........,42.070,109.076,-198.721,8.599,1.381,9.244,7.863,.....,6004735609803506048,225.775417,-41.992556
RKS1503-4236,-,1,K*,HIP073639,,33-40,so,15:03:08.6,-42:36:54.0,......,........,25.819,-265.560,-270.098,9.549,1.475,10.249,8.773,.....,6004517803414128128,225.785833,-42.615000
RKS1503-5414,-,1,K*,,,40-50,so,15:03:36.2,-54:14:12.0,......,........,23.739,-24.700,-73.946,10.721,1.733,11.580,9.847,.....,5887718985353758208,225.900833,-54.236667
RKS1503+1400,B,-,..,,,40-50,eq,15:03:42.8,+14:00:21.9,AB,0.1927,23.284,24.641,-388.452,NaN,NaN,NaN,NaN,219.3,,225.928333,14.006083
RKS1503+1400,A,2,K*,HIP073686,G2K001593,40-50,eq,15:03:42.8,+14:00:21.9,AB,0.1927,23.284,24.641,-388.452,9.628,1.332,10.241,8.909,219.3,1183423159753314816,225.928333,14.006083
RKS1504+3912,-,1,K*,HIP073725,,40-50,no,15:04:15.8,+39:12:30.2,......,........,20.102,63.862,16.083,9.471,1.096,9.958,8.862,.....,1295842283753737600,226.065833,39.208389
RKS1504+0538,-,1,K*,HIP073786+,G2K001594,00-33,eq,15:04:53.5,+05:38:17.1,......,........,52.587,-607.663,-506.502,9.236,1.687,10.060,8.374,.....,1156846524895814144,226.222917,5.638083
RKS1504-1835,A,2,K*,HIP073787,G2K001595,00-33,eq,15:04:54.0,-18:35:27.2,AB,0.0266,31.929,-123.202,-133.657,9.001,1.542,9.737,8.195,: 186.6,6257172793656011520,226.225000,-18.590889
RKS1504-1835,B,-,..,,,00-33,eq,15:04:54.0,-18:35:27.2,AB,0.0266,31.929,-123.202,-133.657,NaN,NaN,NaN,NaN,: 186.6,,226.225000,-18.590889
RKS1505-7515,-,1,K*,,,33-40,so,15:05:07.9,-75:15:16.2,......,........,28.768,-117.481,-209.198,10.476,1.652,11.280,9.627,.....,5792571062969408384,226.282917,-75.254500
RKS1505-4055,-,1,K*,HIP073814,,33-40,so,15:05:12.5,-40:55:53.0,......,........,25.518,128.634,-88.621,9.617,1.292,10.216,8.924,.....,6004932869062339584,226.302083,-40.931389
RKS1506-4646,-,1,K*,,,40-50,so,15:06:02.4,-46:46:32.0,......,........,24.114,-95.480,-71.177,10.219,1.448,10.900,9.452,.....,5903652420633952896,226.510000,-46.775556
RKS1506+2505,-,1,K*,,G2K001596,40-50,eq,15:06:27.8,+25:05:56.4,......,........,23.676,-8.222,34.969,11.294,1.918,12.267,10.349,.....,1264848562795073792,226.615833,25.099000
RKS1506+3859,-,1,K*,HIP073934,,33-40,no,15:06:32.0,+38:59:07.4,......,........,27.439,-87.790,-312.186,8.290,1.051,8.756,7.705,.....,1295779817749391104,226.633333,38.985389
RKS1507-4655,-,1,K*,,,40-50,so,15:07:13.7,-46:55:37.2,......,........,20.732,88.278,-15.825,9.692,1.215,10.212,8.997,.....,5903633587183432192,226.807083,-46.927000
RKS1507-0851,-,1,K*,,G2K001597,40-50,eq,15:07:17.6,-08:51:51.1,......,........,20.606,-236.086,99.028,11.435,1.879,12.375,10.497,.....,6320162539204467968,226.823333,-8.864194
RKS1507+2456,-,1,K*,,G2K001598,00-33,eq,15:07:23.6,+24:56:07.8,......,........,52.519,-845.850,494.069,9.381,1.812,10.287,8.475,.....,1264654395913772416,226.848333,24.935500
RKS1507-1948,-,1,K*,,G2K001599,40-50,eq,15:07:37.2,-19:48:20.2,......,........,21.270,22.512,-57.732,11.473,1.856,12.399,10.543,.....,6256789098457627392,226.905000,-19.805611
RKS1507-5919,-,1,K*,,,40-50,so,15:07:43.9,-59:19:23.5,......,........,21.320,-1.439,-23.855,11.517,1.025,11.936,10.911,.....,5876618865692885760,226.932917,-59.323194
RKS1507-4412,-,1,K*,,,33-40,so,15:07:51.6,-44:12:17.1,......,........,28.375,-181.347,33.906,10.325,1.608,11.100,9.492,.....,5907505311221236224,226.965000,-44.204750
RKS1507+7612,-,1,K*,HIP074045,,00-33,no,15:07:56.3,+76:12:02.7,......,........,33.759,-127.831,165.685,8.400,1.241,8.949,7.708,.....,1701849283160198400,226.984583,76.200750
RKS1509+2400,A,2,K*,HIP074148,G2K001600,00-33,eq,15:09:04.2,+24:00:57.5,AB,0.6610,30.646,-471.578,160.986,8.967,1.301,9.561,8.260,343.4,1263776848195725568,227.267500,24.015972
RKS1509+2400,B,-,..,,,00-33,eq,15:09:04.2,+24:00:57.5,AB,0.6610,30.646,-471.578,160.986,NaN,NaN,NaN,NaN,343.4,,227.267500,24.015972
RKS1509+4938,-,1,K*,HIP074161,,33-40,no,15:09:09.8,+49:38:24.8,......,........,25.246,-119.577,123.239,10.987,1.869,11.928,10.059,.....,1589570114965462272,227.290833,49.640222
RKS1509-0131,-,1,K*,HIP074164,G2K001601,33-40,eq,15:09:13.3,-01:31:44.7,......,........,25.199,-161.601,106.256,10.592,1.618,11.371,9.754,.....,4418323360946538624,227.305417,-1.529083
RKS1509+6639,-,1,K*,,,33-40,no,15:09:18.8,+66:39:36.4,......,........,25.348,-61.517,-74.573,9.393,1.245,9.963,8.718,.....,1645286694175831040,227.328333,66.660111
RKS1509-1957,-,1,K*,HIP074174,G2K001602,40-50,eq,15:09:20.2,-19:57:44.6,......,........,20.217,-500.770,-271.893,10.923,1.534,11.650,10.116,.....,6256024456838434816,227.334167,-19.962389
RKS1509-0455,-,1,K*,,G2K001603,40-50,eq,15:09:27.3,-04:55:22.8,......,........,24.053,100.768,-343.279,11.157,1.875,12.101,10.227,.....,6335620371316894208,227.363750,-4.923000
RKS1509+5917,-,1,K*,,,40-50,no,15:09:35.0,+59:17:32.1,......,........,20.584,-195.994,-93.003,10.879,1.607,11.651,10.045,.....,1615680320668869248,227.395833,59.292250
RKS1510-1627,B,-,K*,HIP074234+,G2K001604,00-33,eq,15:10:13.0,-16:27:46.5,......,........,33.796,-1000.615,-3540.223,9.148,1.118,9.645,8.527,.....,6307365499463905536,227.554167,-16.462917
RKS1510-1622,A,2,K*,HIP074235+,G2K001605,00-33,eq,15:10:13.1,-16:22:45.8,......,........,33.987,-997.999,-3542.377,8.817,1.015,9.264,8.249,.....,6307374845312759552,227.554583,-16.379389
RKS1510-7413,-,1,K*,,,40-50,so,15:10:14.6,-74:13:51.7,......,........,21.061,32.962,28.170,10.246,1.362,10.878,9.516,.....,5793472628145729792,227.560833,-74.231028
RKS1510+5609,-,1,K*,,,40-50,no,15:10:20.1,+56:09:02.9,......,........,21.003,-12.420,84.439,10.865,1.651,11.670,10.019,.....,1600849317559730560,227.583750,56.150806
RKS1510-4953,-,1,K*,HIP074243,,33-40,so,15:10:20.3,-49:53:59.3,......,........,25.516,-174.515,-106.065,9.103,1.182,9.639,8.456,.....,5902278683947459072,227.584583,-49.899806
RKS1510-5044,-,1,K*,HIP074255,,33-40,so,15:10:32.2,-50:44:50.9,......,........,28.368,-94.057,-130.026,8.975,1.121,9.472,8.351,.....,5900552141455307264,227.634167,-50.747472
RKS1510+8357,-,1,K*,,,40-50,no,15:10:34.2,+83:57:02.7,......,........,21.761,43.968,14.778,9.466,1.136,9.978,8.842,.....,1724106735697416320,227.642500,83.950750
RKS1510-4258,-,1,K*,HIP074261,,00-33,so,15:10:35.7,-42:58:37.1,......,........,37.802,-325.433,-289.498,9.985,1.775,10.868,9.092,.....,6003743571137684736,227.648750,-42.976972
